app,content,score,like,date,version
Gemini,Gemini is a Vibe ...install and enjoy,5,0,2026-02-03 20:31:20,1.0.795460806
Gemini,good,5,0,2026-02-03 20:31:00,
Gemini,Nice xxx,5,0,2026-02-03 20:30:28,1.0.795460806
Gemini,nice,5,0,2026-02-03 20:29:28,1.0.795460806
Gemini,pathetic,1,0,2026-02-03 20:28:02,
Gemini,google spyware,1,0,2026-02-03 20:27:31,
Gemini,"I've analyzed the image you uploaded, which appears to be a stylized illustration of a character (possibly ""Chandu"") in a vibrant, artistic setting. Since you mentioned ""edit,"" I can help you transform this image using my image editing tools. To give you the best result, I need a little more direction on what you'd like to change. How would you like to edit this? Here are a few ways we could change the image: * Change the Style: Transform it into a 3D render, a classic oil painting, or a",5,0,2026-02-03 20:26:28,1.0.795460806
Gemini,Great platform for educational purposes and extra assistance.,5,0,2026-02-03 20:26:14,1.0.795460806
Gemini,good,5,0,2026-02-03 20:25:13,1.0.795460806
Gemini,nice app,5,0,2026-02-03 20:24:23,1.0.741105040
Gemini,good 👍,5,0,2026-02-03 20:24:16,1.0.795460806
Gemini,it's awesome 👌 👏,5,0,2026-02-03 20:23:56,1.0.686588308
Gemini,very nice,3,0,2026-02-03 20:23:45,
Gemini,good,5,0,2026-02-03 20:22:57,1.0.795460806
Gemini,Great 🌕,5,0,2026-02-03 20:22:43,1.0.795460806
Gemini,love it,5,0,2026-02-03 20:22:29,1.0.795460806
Gemini,good ai,5,0,2026-02-03 20:22:11,1.0.795460806
Gemini,very good,5,0,2026-02-03 20:22:08,1.0.795460806
Gemini,Good,5,0,2026-02-03 20:20:56,1.0.741105040
Gemini,good app ain't gonna ile,5,0,2026-02-03 20:20:49,1.0.795460806
Gemini,ممتاز,5,0,2026-02-03 20:18:37,1.0.795460806
Gemini,"very good,this one",5,0,2026-02-03 20:18:16,1.0.795460806
Gemini,nice,5,0,2026-02-03 20:18:13,1.0.795460806
Gemini,gemini live button is not on my phone now and that's what I need as a blind teenager. zero stars.,1,0,2026-02-03 20:17:53,1.0.795460806
Gemini,good,5,0,2026-02-03 20:17:33,1.0.795460806
Gemini,amazing,5,0,2026-02-03 20:17:23,1.0.795460806
Gemini,excellent,5,0,2026-02-03 20:17:02,1.0.795460806
Gemini,it knows everythin! what a smart robot u have thank j for putting this on Google play oh! Andre I'm nine years old *whispersZ*,5,0,2026-02-03 20:16:22,1.0.795460806
Gemini,nice,5,0,2026-02-03 20:16:06,1.0.795460806
Gemini,very useful,5,0,2026-02-03 20:15:25,1.0.795460806
Gemini,it's peak,4,0,2026-02-03 20:14:14,1.0.795460806
Gemini,This is a must have app,5,0,2026-02-03 20:12:57,1.0.795460806
Gemini,this is my favourite,4,0,2026-02-03 20:12:38,1.0.795460806
Gemini,good,5,0,2026-02-03 20:12:26,1.0.795460806
Gemini,good,5,0,2026-02-03 20:11:28,1.0.795460806
Gemini,Awesome love gemini,5,0,2026-02-03 20:11:13,1.0.795460806
Gemini,ok,5,0,2026-02-03 20:11:13,1.0.795460806
Gemini,not bad,5,0,2026-02-03 20:10:55,1.0.795460806
Gemini,best,4,0,2026-02-03 20:09:25,1.0.795460806
Gemini,Tell me true,5,0,2026-02-03 20:09:22,1.0.795460806
Gemini,vary good,5,0,2026-02-03 20:08:44,1.0.686588308
Gemini,nice,5,0,2026-02-03 20:08:17,1.0.795460806
Gemini,I do not like it,1,0,2026-02-03 20:06:20,
Gemini,I'm always here for Gemini,5,0,2026-02-03 20:04:30,
Gemini,good 👍,5,0,2026-02-03 20:04:24,1.0.795460806
Gemini,good use fully app🫠🩷,5,0,2026-02-03 20:03:49,1.0.795460806
Gemini,nice work,5,0,2026-02-03 20:03:40,1.0.795460806
Gemini,"the image generation doesn't work for long, but integration and intelligence wise, it's pretty 👌 good.",3,0,2026-02-03 20:03:24,1.0.795460806
Gemini,very nice 👍👍,5,0,2026-02-03 20:03:23,1.0.795460806
Gemini,✌️👌,1,0,2026-02-03 20:03:12,1.0.795460806
Gemini,thank you,5,0,2026-02-03 20:02:22,1.0.686588308
Gemini,top company,5,0,2026-02-03 20:02:13,1.0.795460806
Gemini,nice app good work,5,0,2026-02-03 20:02:04,1.0.795460806
Gemini,good,5,0,2026-02-03 20:00:19,1.0.795460806
Gemini,The image that I am giving from my gallery is not getting created even after paying premium. Please fix this. My premium is going waste while in other phones it is getting created from the gallery even without premium.,1,0,2026-02-03 19:59:45,1.0.795460806
Gemini,this is a very good,5,0,2026-02-03 19:59:43,1.0.795460806
Gemini,good,5,0,2026-02-03 19:57:13,1.0.795460806
Gemini,quick search,5,0,2026-02-03 19:56:34,1.0.795460806
Gemini,very easy to use,5,0,2026-02-03 19:56:12,1.0.795460806
Gemini,the best,5,0,2026-02-03 19:55:49,1.0.795460806
Gemini,Canceled after a few days. it never worked. constantly crashed and errors. Consistently not working.,1,0,2026-02-03 19:54:47,1.0.795460806
Gemini,I love it,3,0,2026-02-03 19:54:46,1.0.795460806
Gemini,giod,5,0,2026-02-03 19:53:11,1.0.795460806
Gemini,good,5,0,2026-02-03 19:53:08,1.0.795460806
Gemini,nice,5,0,2026-02-03 19:52:54,1.0.686588308
Gemini,amazingly fantastic,5,0,2026-02-03 19:51:47,
Gemini,Good and soft to response,5,0,2026-02-03 19:49:29,1.0.795460806
Gemini,best,5,0,2026-02-03 19:47:46,1.0.795460806
Gemini,Awesome app,5,0,2026-02-03 19:46:43,1.0.795460806
Gemini,ok,5,0,2026-02-03 19:46:11,1.0.795460806
Gemini,gave me weather for Melbourne when I am in Blue Mountains near Sydney,1,0,2026-02-03 19:46:02,1.0.795460806
Gemini,Baby joy,5,0,2026-02-03 19:44:48,
Gemini,Good,5,0,2026-02-03 19:44:20,1.0.795460806
Gemini,goood,5,0,2026-02-03 19:43:59,1.0.795460806
Gemini,very useful,5,0,2026-02-03 19:43:13,1.0.795460806
Gemini,nice,5,0,2026-02-03 19:43:02,1.0.795460806
Gemini,"pls remove the watermark, it's not necessary. grok does the same thing Gemini does without a watermark.",3,0,2026-02-03 19:41:53,
Gemini,not able to help at all still gemini needs lots of work,1,0,2026-02-03 19:41:32,1.0.795460806
Gemini,good,1,0,2026-02-03 19:41:25,1.0.795460806
Gemini,Google beautiful apps Gemini 🖤,5,0,2026-02-03 19:41:13,1.0.795460806
Gemini,I don't understand,5,0,2026-02-03 19:40:52,1.0.795460806
Gemini,I updated it for no reason. Now it doesn't work.,1,0,2026-02-03 19:40:35,1.0.795460806
Gemini,it's says it's not available for my device,1,0,2026-02-03 19:40:11,
Gemini,"STOP PLEASE, I DONT WANT THIS ON MY THINGS",1,0,2026-02-03 19:40:11,1.0.795460806
Gemini,good for me,5,0,2026-02-03 19:40:08,1.0.795460806
Gemini,won't respond,1,0,2026-02-03 19:40:01,1.0.795460806
Gemini,It's the best let them keep it up,5,0,2026-02-03 19:39:06,1.0.795460806
Gemini,ok 👍👍,5,0,2026-02-03 19:35:54,1.0.795460806
Gemini,thi is the best ai,5,0,2026-02-03 19:35:53,1.0.795460806
Gemini,best,5,0,2026-02-03 19:33:27,
Gemini,nice gimin,5,0,2026-02-03 19:33:24,1.0.795460806
Gemini,good app,5,0,2026-02-03 19:31:02,1.0.795460806
Gemini,good,5,0,2026-02-03 19:29:59,1.0.795460806
Gemini,Gemini is the best AI I've ever used.,5,0,2026-02-03 19:29:53,1.0.795460806
Gemini,good,5,0,2026-02-03 19:29:45,1.0.795460806
Gemini,good,5,0,2026-02-03 19:29:43,1.0.795460806
Gemini,very helpful,5,0,2026-02-03 19:29:23,1.0.686588308
Gemini,👍 good,5,0,2026-02-03 19:28:06,1.0.795460806
Gemini,very Nice 👍,5,0,2026-02-03 19:27:46,1.0.795460806
Gemini,good,1,0,2026-02-03 19:27:46,1.0.795460806
Gemini,nice 🙂👍🏻,5,0,2026-02-03 19:27:23,1.0.795460806
Gemini,seriously? you can't even open apps yet?,2,0,2026-02-03 19:27:21,1.0.795460806
Gemini,thik hai,5,0,2026-02-03 19:26:33,1.0.795460806
Gemini,"Create a cinematic digital illustration of the person in the reference photo Maintain the exact face identity hairstyle, expression skin tone and pose with zero distortion Transform the entire scene into a deep red high contrast Tamil gangster movie poster style. Replace the background with red gradients smoky atmosphere and subtle textures. Add bold comic book shading thick outlines, strong black shadows and glossy highlights on the skin and clothes. Stylize the outfit with richer tones clean f",1,0,2026-02-03 19:26:28,1.0.795460806
Gemini,very very good app,5,0,2026-02-03 19:25:51,1.0.795460806
Gemini,good👍,5,0,2026-02-03 19:23:28,1.0.795460806
Gemini,the best,5,0,2026-02-03 19:22:33,1.0.795460806
Gemini,very best aap,5,0,2026-02-03 19:22:18,1.0.795460806
Gemini,very good,4,0,2026-02-03 19:22:05,1.0.795460806
Gemini,"super clever, super fast ,let me very happy to use it, very recommend....",5,0,2026-02-03 19:21:46,1.0.795460806
Gemini,useless,1,0,2026-02-03 19:21:13,1.0.795460806
Gemini,gimini,5,0,2026-02-03 19:21:02,1.0.795460806
Gemini,جيدا,5,0,2026-02-03 19:20:55,1.0.795460806
Gemini,nice,5,0,2026-02-03 19:20:24,1.0.795460806
Gemini,extremely helpful,5,0,2026-02-03 19:20:03,1.0.795460806
Gemini,best,5,0,2026-02-03 19:20:01,1.0.795460806
Gemini,unbelievable just a fantastic,5,0,2026-02-03 19:19:42,1.0.795460806
Gemini,good 👍,5,0,2026-02-03 19:19:38,1.0.795460806
Gemini,wannan app din Yana aiki 100 💯 domin babu abinda kake nema KO Ka tambaya bakaji amsaba nan take,5,0,2026-02-03 19:19:07,1.0.795460806
Gemini,The update is good but sometimes answers are annoying,3,0,2026-02-03 19:18:47,1.0.795460806
Gemini,Hy creator Gemini is not working correctly please check. every prompt I given results is negative please fix this,1,0,2026-02-03 19:18:29,1.0.795460806
Gemini,It is very helpful and educational and very kind,5,0,2026-02-03 19:18:14,1.0.795460806
Gemini,ok.,5,0,2026-02-03 19:17:27,1.0.795460806
Gemini,best ai sarvent,4,0,2026-02-03 19:15:58,1.0.795460806
Gemini,bahot sunder aap he ye,5,0,2026-02-03 19:14:42,1.0.795460806
Gemini,Gemini is awesome to use.,5,0,2026-02-03 19:13:02,1.0.795460806
Gemini,"So real, also love the fact that it actually talks to me like we friends on ft💀",5,0,2026-02-03 19:12:11,1.0.795460806
Gemini,good,5,0,2026-02-03 19:11:30,1.0.795460806
Gemini,well accurate info I love this,5,0,2026-02-03 19:11:21,1.0.795460806
Gemini,fantastic 😍,5,0,2026-02-03 19:11:04,1.0.795460806
Gemini,nice app,5,0,2026-02-03 19:10:41,1.0.795460806
Gemini,super,5,0,2026-02-03 19:10:26,1.0.795460806
Gemini,very good,5,0,2026-02-03 19:10:22,1.0.795460806
Gemini,good,5,0,2026-02-03 19:09:11,1.0.795460806
Gemini,nice,5,0,2026-02-03 19:06:40,
Gemini,osaum,5,0,2026-02-03 19:06:24,1.0.795460806
Gemini,badhiya,5,0,2026-02-03 19:05:46,1.0.795460806
Gemini,Perfection,5,0,2026-02-03 19:05:06,1.0.795460806
Gemini,it takes time to generate your demanded pictures,2,0,2026-02-03 19:05:04,1.0.795460806
Gemini,Nice appsa,5,0,2026-02-03 19:04:52,1.0.795460806
Gemini,works well,5,0,2026-02-03 19:03:22,1.0.795460806
Gemini,it's good,5,0,2026-02-03 19:03:02,1.0.795460806
Gemini,honest,5,0,2026-02-03 19:02:56,1.0.667532867
Gemini,good,5,0,2026-02-03 19:02:28,1.0.795460806
Gemini,good,5,0,2026-02-03 19:01:34,1.0.795460806
Gemini,good,5,0,2026-02-03 19:01:31,1.0.795460806
Gemini,please set english language,5,0,2026-02-03 19:01:09,1.0.795460806
Gemini,I hate this stupid app and it won't let me uninstall it. But I never installed it to begin with!,1,0,2026-02-03 18:59:59,1.0.795460806
Gemini,wow,5,0,2026-02-03 18:59:31,1.0.795460806
Gemini,বেকার এপ,1,0,2026-02-03 18:58:52,1.0.795460806
Gemini,best app,5,0,2026-02-03 18:58:11,1.0.795460806
Gemini,interesting and useful but could use more faster and on pint suggestions 💎👍,5,0,2026-02-03 18:58:01,1.0.795460806
Gemini,ऐसी कोई भी जानकारी को यह जानकारी सही नहीं देताहै,1,0,2026-02-03 18:57:55,1.0.795460806
Gemini,Absolutely perfect app! The AI is incredibly brilliant—hands down the smartest I've ever encountered,5,0,2026-02-03 18:57:29,
Gemini,Best,3,0,2026-02-03 18:57:01,1.0.795460806
Gemini,অনেক সুন্দর অ্যাপ,5,0,2026-02-03 18:55:59,1.0.795460806
Gemini,"Fácil, rápido y muy profesional",5,0,2026-02-03 18:54:55,1.0.795460806
Gemini,good,4,0,2026-02-03 18:54:25,1.0.741105040
