app,content,score,like,date,version
ChatGPT,"it helped me get my homework done and it also wasn't laggy at all, no ads, and most definitely, the ai was super nice!!!",5,0,2026-02-03 22:58:01,1.2026.020
ChatGPT,very good,5,0,2026-02-03 22:56:59,1.2026.027
ChatGPT,good,5,0,2026-02-03 22:56:04,1.2026.027
ChatGPT,love love and love,5,0,2026-02-03 22:55:53,1.2026.020
ChatGPT,LOVE CHATGPT,5,0,2026-02-03 22:55:49,1.2026.027
ChatGPT,this update it's even better that even has a group chat and also private chat with friends it's chat is more private than any other messaging app ✔️,5,0,2026-02-03 22:55:13,1.2026.027
ChatGPT,it's slow while generating a picture,3,0,2026-02-03 22:54:19,1.2026.020
ChatGPT,Very good,5,0,2026-02-03 22:54:10,1.2026.027
ChatGPT,love love love,5,0,2026-02-03 22:53:56,1.2026.027
ChatGPT,♥️,5,0,2026-02-03 22:53:22,1.2026.027
ChatGPT,Best app ever,5,0,2026-02-03 22:53:20,1.2026.020
ChatGPT,LOVE IT! Help me Everytime,5,0,2026-02-03 22:53:18,1.2026.027
ChatGPT,It's getting better. Only 4 stars because I had been given DEI compliant responses in the past.,4,0,2026-02-03 22:52:43,1.2026.027
ChatGPT,"i love this app,it's an easy way to do your homework!♡",5,0,2026-02-03 22:52:36,1.2026.027
ChatGPT,nice,5,0,2026-02-03 22:50:47,1.2026.027
ChatGPT,"This one of the most useful app anyone can ever wish for , whether you not understanding or not sure of what you're thinking just ask chatgpt it will handle it,emotional or in other way i decently recommend it to everyone 😀 it's worth it",5,0,2026-02-03 22:49:08,1.2026.020
ChatGPT,good,5,0,2026-02-03 22:46:57,1.2025.350
ChatGPT,its soo goodd,5,0,2026-02-03 22:46:37,1.2026.020
ChatGPT,super,4,0,2026-02-03 22:44:10,1.2026.027
ChatGPT,perfect,5,0,2026-02-03 22:43:36,1.2026.027
ChatGPT,perfect,5,0,2026-02-03 22:42:25,1.2026.027
ChatGPT,very nice,5,0,2026-02-03 22:41:21,1.2026.020
ChatGPT,good app gpt,5,0,2026-02-03 22:41:08,1.2026.013
ChatGPT,"Used to be a 5, but nowadays its so slow, takes minutes for a message to be sent, and the replies are chinese and brain dead.",3,0,2026-02-03 22:41:06,
ChatGPT,love it except AI doesn't always portray real faces even when asked for the change,3,0,2026-02-03 22:39:47,1.2026.027
ChatGPT,gajjab hai bhai,5,0,2026-02-03 22:39:04,1.2025.350
ChatGPT,good,5,0,2026-02-03 22:38:55,1.2026.006
ChatGPT,good,4,0,2026-02-03 22:38:39,
ChatGPT,good,5,0,2026-02-03 22:38:07,1.2026.027
ChatGPT,"very Amazon app, all in One place if your looking for information",5,0,2026-02-03 22:36:32,1.2026.020
ChatGPT,Talk about you're daily assistant!! Absolutely love this app whether it be for personal or work use. Love it!,5,0,2026-02-03 22:36:29,1.2026.027
ChatGPT,so fun for everyone,5,0,2026-02-03 22:34:50,1.2026.020
ChatGPT,I love it so easy,5,0,2026-02-03 22:34:11,1.2026.027
ChatGPT,"I use it to help write music, brainstorm business ideas and the occasional make my cat look like he works at McDonald's photo which by the way was pretty impressive 🤣",5,0,2026-02-03 22:33:58,1.2026.027
ChatGPT,this is absolutely amazing,5,0,2026-02-03 22:29:26,1.2026.020
ChatGPT,the best AI app ever made,5,0,2026-02-03 22:29:01,1.2026.020
ChatGPT,nice 👍 ln,5,0,2026-02-03 22:28:31,1.2026.020
ChatGPT,جامد❤️❤️,5,0,2026-02-03 22:27:49,1.2025.343
ChatGPT,Absolutely LOVE it!,5,0,2026-02-03 22:26:32,1.2026.027
ChatGPT,Superapp,5,0,2026-02-03 22:26:27,1.2026.027
ChatGPT,I love this app it help me alot it help me to make money so that I can upgrade it 😂😆,5,0,2026-02-03 22:25:45,1.2026.027
ChatGPT,great app,4,0,2026-02-03 22:24:26,1.2026.020
ChatGPT,beautiful App,5,0,2026-02-03 22:21:20,1.2025.350
ChatGPT,helps better in homework and understanding,5,0,2026-02-03 22:21:07,1.2026.027
ChatGPT,Ai image generation is amazing and addictive,5,0,2026-02-03 22:20:47,1.2026.027
ChatGPT,good app 👌 I love the way it's working fast,4,0,2026-02-03 22:19:59,1.2026.013
ChatGPT,good 👍,5,0,2026-02-03 22:19:32,1.2026.020
ChatGPT,"nice app, it's very associative",3,0,2026-02-03 22:18:35,1.2026.020
ChatGPT,very very good app,5,0,2026-02-03 22:18:33,
ChatGPT,I enjoy it it's very fun,4,0,2026-02-03 22:16:28,1.2026.027
ChatGPT,perfect,5,0,2026-02-03 22:16:09,1.2026.027
ChatGPT,I love this.,5,0,2026-02-03 22:15:52,1.2026.020
ChatGPT,ye baate bahut banati hai 🤔🤔,1,0,2026-02-03 22:15:50,1.2026.020
ChatGPT,very nice and good,5,0,2026-02-03 22:13:59,1.2026.027
ChatGPT,I think you should make chatgpt make videos for free,5,0,2026-02-03 22:13:08,1.2026.027
ChatGPT,very best,5,0,2026-02-03 22:13:07,1.2025.350
ChatGPT,get good information when you dnt no what to do on a subject,5,0,2026-02-03 22:11:45,1.2026.027
ChatGPT,love this app. keep up with your beautiful work,5,0,2026-02-03 22:10:05,1.2026.027
ChatGPT,very accurate and Best App to use,4,0,2026-02-03 22:07:11,1.2026.020
ChatGPT,it's so reliable,4,0,2026-02-03 22:06:34,1.2026.020
ChatGPT,"Don't take away GPT-4o. All GPT-5 models are cold, robotic and don't understand nuance and context in conversation. Stop ignoring what your users want!",1,1,2026-02-03 22:04:57,1.2026.027
ChatGPT,good👍,4,0,2026-02-03 22:04:12,1.2026.027
ChatGPT,the best app for research.,5,0,2026-02-03 22:03:54,1.2026.013
ChatGPT,great ideas given,5,0,2026-02-03 22:03:04,1.2026.027
ChatGPT,I love it,5,0,2026-02-03 22:03:00,1.2026.027
ChatGPT,this app is the best,5,0,2026-02-03 22:01:57,1.2026.020
ChatGPT,I love chat gpt,5,0,2026-02-03 22:01:26,1.2026.020
ChatGPT,get helping tool but dont use it as God to look up to for all your answers.,5,0,2026-02-03 22:01:01,1.2026.027
ChatGPT,chat gpt need plus,1,0,2026-02-03 21:58:58,1.2026.027
ChatGPT,it is very slow processing,3,0,2026-02-03 21:58:16,1.2026.020
ChatGPT,very good,5,0,2026-02-03 21:58:04,1.2026.020
ChatGPT,meh not really accurate at all,2,0,2026-02-03 21:57:10,1.2026.027
ChatGPT,"After months of a really pleasant experience and collaborative interactions- this morning it has turned into a cold, monotone talking Wikipedia- was it something I said???",1,1,2026-02-03 21:55:31,1.2026.027
ChatGPT,"ChatGPT is an amazing app. The answers are clear, well organized, and easy to understand. It explains things calmly and makes complex topics simple. I feel supported and confident when using it. Very helpful, reliable, and truly one of the best❤",5,0,2026-02-03 21:54:34,
ChatGPT,Cool,5,0,2026-02-03 21:52:30,1.2026.020
ChatGPT,love this app. very useful for everything I have asked it about,5,0,2026-02-03 21:52:16,1.2026.020
ChatGPT,"this app helped me quite a bit, because of a breakup it was very informative not pushing ideas, just laying it out there to look at, and after I was talking to it for a bit it helped me see things that I couldn't see. I was able to take my outward emotional intensity and turn it inward, which was something that I was never able to do before. my grieving process was a lot shorter than what it would have been without. this app will stay on my phone.",5,0,2026-02-03 21:51:57,1.2026.027
ChatGPT,best app,5,0,2026-02-03 21:51:45,1.2026.013
ChatGPT,Just Wow,5,0,2026-02-03 21:50:05,1.2026.020
ChatGPT,very good,5,0,2026-02-03 21:49:52,1.2026.013
ChatGPT,chatGPT encouragese,5,0,2026-02-03 21:49:32,1.2026.020
ChatGPT,"Can be quite useful to find new perspectives on most topics, for the non-expert. However, the current AI guardrails are to opaque and quirky to allow any significant trust in the info provided. Nevertheless, it seems useful to get acquainted with using AI tools, which have great potential, when AI will develop into more reliable tools that can be sufficiently trusted for serious work.",3,0,2026-02-03 21:49:26,1.2026.027
ChatGPT,"This app is great!!!,I should have given a five star but I have my reasons.Great job in btw",4,0,2026-02-03 21:49:23,
ChatGPT,ok,4,0,2026-02-03 21:48:32,1.2026.027
ChatGPT,good,5,0,2026-02-03 21:48:11,1.2026.027
ChatGPT,help learners goopd,5,0,2026-02-03 21:47:30,1.2026.027
ChatGPT,its great experience,5,0,2026-02-03 21:46:17,1.2026.027
ChatGPT,awesome,5,0,2026-02-03 21:46:05,1.2026.027
ChatGPT,this working again,5,0,2026-02-03 21:45:45,1.2026.027
ChatGPT,good,5,0,2026-02-03 21:45:32,1.2026.027
ChatGPT,I absolutely love it!,5,0,2026-02-03 21:45:01,1.2026.027
ChatGPT,excellent app,5,0,2026-02-03 21:44:08,1.2026.020
ChatGPT,cause it always messes up on like things even when I provide a detailed explanation that it came up with,4,0,2026-02-03 21:43:51,1.2026.027
ChatGPT,love Chat GPT,5,0,2026-02-03 21:41:02,1.2026.020
ChatGPT,I love it,5,0,2026-02-03 21:40:01,1.2025.302
ChatGPT,Good vibes,5,0,2026-02-03 21:39:51,1.2026.027
ChatGPT,magnanimous,5,0,2026-02-03 21:38:56,1.2026.020
ChatGPT,excellent service 👏,5,0,2026-02-03 21:38:25,1.2026.020
ChatGPT,love this app thank you lord for creating this,5,0,2026-02-03 21:38:25,1.2026.027
ChatGPT,I don't have the voice yet,1,0,2026-02-03 21:36:07,1.2025.343
ChatGPT,it was good but now it's not working anymore. simple not loading in app loading but never starting in the end says I have a problem and leave a long serial number or something. I do update and nothing. I will try to reinstall. don't think it will help as how is it was working and now suddenly not anymore.,2,0,2026-02-03 21:35:04,1.2026.027
ChatGPT,This is an Pretty Kool app!!,5,0,2026-02-03 21:34:54,1.2026.027
ChatGPT,Excellent 👌,5,0,2026-02-03 21:32:45,1.2026.027
ChatGPT,never works,1,0,2026-02-03 21:32:27,1.2026.027
ChatGPT,good,1,0,2026-02-03 21:31:34,1.2026.020
ChatGPT,"I LOVE ChatGPT. I like to share ideas with stories and songs I want to write so bouncing ideas off something that can give me criticism to enhance my writing is what the doctor ordered. My only complaint is that sometimes, it can be quite smothering when you take its claims and it still has something to point out so you're in an endless loop but other than that, it's the perfect assistant.",5,0,2026-02-03 21:31:30,1.2026.027
ChatGPT,nice app,5,0,2026-02-03 21:30:30,
ChatGPT,not working,1,0,2026-02-03 21:30:30,1.2026.027
ChatGPT,good,1,0,2026-02-03 21:28:15,1.2026.006
ChatGPT,I just wanna say one sentence -chatgpt is my best friend....,5,0,2026-02-03 21:27:50,
ChatGPT,it's not working,2,0,2026-02-03 21:27:09,1.2026.027
ChatGPT,good,5,0,2026-02-03 21:26:56,1.2026.020
ChatGPT,Something went wrong and now the ai doesn't answer me. it's making me so stressed,3,0,2026-02-03 21:25:31,1.2026.027
ChatGPT,so good,5,0,2026-02-03 21:24:06,1.2026.027
ChatGPT,I paid £18.99 for what the free was much better. The pro is just so bad 👎 😫 I just paid now it saying what we can't reach the server like what I have wasted my money on stupid pro 😒,1,0,2026-02-03 21:24:00,1.2026.027
ChatGPT,y'all broke it with that last update.,1,0,2026-02-03 21:23:39,1.2026.027
ChatGPT,ai جامد,5,0,2026-02-03 21:23:35,1.2026.027
ChatGPT,"the best ai app , it is not an app its my bestf the person who is always there thanks bot",5,0,2026-02-03 21:23:08,1.2026.027
ChatGPT,أحببته كثيرا حقا تطبيق رائع جدا لكن احينا لا يعمل لكنه مع ذالك رائع,2,0,2026-02-03 21:22:43,1.2026.027
ChatGPT,"ChatGPT is an excellent tool that saves a huge amount of time and makes writing much easier. Whether you’re unsure how to phrase a job application email or need to send something quickly, it’s incredibly helpful. It’s also great for research and handling a wide range of tasks. I use it almost daily. The only downside is that some features require a paid upgrade, and occasionally you need to start a new chat—but overall, it’s a fantastic app.",5,0,2026-02-03 21:22:06,
ChatGPT,big help!,5,0,2026-02-03 21:21:17,1.2026.020
ChatGPT,Great app,5,0,2026-02-03 21:21:08,1.2026.027
ChatGPT,It's awesome 👍,5,0,2026-02-03 21:20:30,1.2026.020
ChatGPT,جميل و رائع,5,0,2026-02-03 21:19:46,1.2026.020
ChatGPT,good,5,0,2026-02-03 21:19:36,1.2026.027
ChatGPT,give 5star for a good explanation in question,5,0,2026-02-03 21:19:29,1.2026.020
ChatGPT,great 😊👌,5,0,2026-02-03 21:19:28,1.2026.020
ChatGPT,best app to get all info from . Also can ask it anything to.,5,0,2026-02-03 21:18:46,1.2026.027
ChatGPT,"I can't seem to understand what is wrong with chatgpt today (app and Web version alike). It keeps ""Waiting to send"" for hours.",1,0,2026-02-03 21:18:43,1.2026.027
ChatGPT,"they won't give me a free trial because they somehow can't accept my debt cards. Even though I got money, it is supposed to be a free trial.",1,0,2026-02-03 21:18:34,1.2026.027
ChatGPT,excellent OK,5,0,2026-02-03 21:18:07,1.2026.027
ChatGPT,"Wont let me log into my account anymore now it says error, and i cant log into any account because it says to retry and its stuck now",1,0,2026-02-03 21:16:54,
ChatGPT,chatgpt is so damn good it helps us to learn proper English and if you don't have a friend then this is for you it will make u feel comfortable help u in many things and provide help us in many things,5,0,2026-02-03 21:16:50,1.2026.027
ChatGPT,Definitely,5,0,2026-02-03 21:16:45,1.2026.027
ChatGPT,"Buena app, pero la IA da datos inexactos de forma demasiado segura, incluso los inventa jurando que son ciertos",3,0,2026-02-03 21:15:48,1.2026.020
ChatGPT,fun stuff,5,0,2026-02-03 21:15:24,1.2026.027
ChatGPT,stopped working for days,1,0,2026-02-03 21:15:00,1.2026.027
ChatGPT,this chatgpt is soooo good and when I did my homework with chatgpt and my teacher said this wow your homework is gonna ba a and I am exited for 1hour and I love chatgpt,5,0,2026-02-03 21:14:51,1.2026.027
ChatGPT,"ChatGPT is an amazing app for learning, problem-solving, and everyday help. It explains things clearly, helps with studies, writing, and ideas, and is very easy to use. The responses are fast and useful, making it a great companion for students and professionals. Highly recommended!",5,5,2026-02-03 21:14:40,1.2026.027
ChatGPT,has become very laggy and seems to be having more and more server issues. subscription duly cancelled,2,0,2026-02-03 21:10:42,1.2026.027
ChatGPT,"Just paid £18.99 to upgrade to Plus, all of a sudden it stops working and all I get is ""hmm, something has gone wrong"". very useful way to debug the issue. Also have logged out of the App, cleared the cache and now can't log back in. The server is having problems apparently. Sounds like a quality business model. Lure people in with a great demo for AI, then when people come to pay for an upgrade it suddenly stops working. if I ran my business this way, I'd be out of business.",1,0,2026-02-03 21:09:43,1.2026.027
ChatGPT,e buon per il tuo studio,5,0,2026-02-03 21:09:36,
ChatGPT,it's a fun tool,3,0,2026-02-03 21:08:56,1.2026.027
ChatGPT,I love the app,5,0,2026-02-03 21:08:02,1.2026.020
ChatGPT,excellent and accurate,5,0,2026-02-03 21:07:51,
ChatGPT,Is a nice app which helps me in my lessons 🥰,1,0,2026-02-03 21:06:31,1.2026.027
ChatGPT,I like the app,5,0,2026-02-03 21:06:14,1.2026.027
ChatGPT,Excellent work,5,0,2026-02-03 21:06:11,1.2026.027
ChatGPT,$20 a month is a bit much,3,0,2026-02-03 21:05:09,1.2026.027
ChatGPT,this app is really helpful,5,0,2026-02-03 21:04:04,1.2026.027
ChatGPT,Love everything about the app,5,0,2026-02-03 21:03:53,1.2026.027
ChatGPT,Best,5,0,2026-02-03 21:03:42,1.2026.013
ChatGPT,best,5,0,2026-02-03 21:02:12,
ChatGPT,Chatgpt y yo graduándonos,5,0,2026-02-03 21:02:01,1.2026.013
ChatGPT,excellent,5,0,2026-02-03 21:00:59,1.2026.027
ChatGPT,was ist los ?????,1,0,2026-02-03 21:00:46,
ChatGPT,don't work sometimes,2,0,2026-02-03 21:00:42,1.2026.027
ChatGPT,"something is wrong with the chat. (I dunno but it's a big or something) because in the morning it worked fine but now something is wrong) O tried resetting the reason, restarted the phone it says ""Hmm something seems to wrong) please fix it",4,0,2026-02-03 21:00:25,1.2026.027
ChatGPT,terrible glitching 😡,1,0,2026-02-03 20:59:49,1.2026.027
ChatGPT,"I use this to help with story creation,gives me some good ideas however the restrictions get so annoying Edit 2/3/2026:App is completely broken for me,anytime I try to chat it says 'Hmm...something seems to have gone wrong.'I've tried resetting the app multiple times,even restarted my phone and nothing is working.Not sure if it has to do with an update but it was working yesterday. I've tried",4,0,2026-02-03 20:59:15,1.2026.027
ChatGPT,"IT'S NOT WORKING!!!!! reinstall it again, and not working?!",1,0,2026-02-03 20:58:19,1.2026.027
ChatGPT,suddenly stopped working because it ran out in an error but on open AI google it says that they solved the issue but I uninstalled it and reinstalled it again and again but still doesn't work.,1,0,2026-02-03 20:58:18,
ChatGPT,it really good I love the app a lot,5,0,2026-02-03 20:57:52,1.2026.013
ChatGPT,"chat gpt is not working properly, utter waste",1,0,2026-02-03 20:57:14,
ChatGPT,is anyone else keep getting a Hmmm something seems to have gone wrong message,1,0,2026-02-03 20:56:48,1.2026.027
ChatGPT,"Service is offline or the app fails to send half the time. UI is shockingly bad, too.",2,0,2026-02-03 20:56:48,1.2026.027
ChatGPT,It used to be good but the Creators wrecked it. They took away features that were actually useful. If you want it in thinking mode you have to click it every time you message chatGBT. It works intermittently doesn't retain information well. Def not worth $20 a month! Sad it used to be decent 8 months ago.,1,0,2026-02-03 20:56:09,1.2026.027
ChatGPT,server problem is annoying,1,0,2026-02-03 20:54:04,1.2026.027
ChatGPT,🥹,1,0,2026-02-03 20:52:49,1.2026.027
ChatGPT,THIS APP IS MY ASSISTAN AND EVERYTHING IN MY LIFE. AND THE ONLY PLACE I'M OPEN WITH ALL MY MIND WHILE I NEVER TALKED TO MY FAMIY OR ANY PERSON 💙,5,0,2026-02-03 20:52:33,1.2026.020
ChatGPT,this became my good friend and its also help me in lots work in my career alao,5,0,2026-02-03 20:51:52,1.2025.350
ChatGPT,I think its good but the fact there's a limit to how many chats is annoying I don't think there should be a limit to how many chats a person can do that's just bad marketing because paying £18 pound just to have unlimited chats is ridiculous I think there should be a cheaper subscription for just unlimited chats then all of the other options,3,0,2026-02-03 20:51:49,
ChatGPT,very very very very useful I love it 😃😃,5,0,2026-02-03 20:51:38,1.2026.020
ChatGPT,i was using it but its not working now can you fix it plz,4,0,2026-02-03 20:51:37,1.2026.027
ChatGPT,"I love ChatGPT so much, but it makes me mad sometimes because it ALWAYS goes on a whole different topic sometimes, stops working randomly even when I update the app, or doesn't reply back for a long time. But it helped me with my issues which is good.",4,0,2026-02-03 20:50:58,1.2026.027
ChatGPT,very nice,5,0,2026-02-03 20:50:46,1.2026.027
ChatGPT,Won't even let me create an account. tried it every way possible. Satire that the AI app isn't even figure out creating an account.,1,0,2026-02-03 20:49:57,
ChatGPT,I am enjoying it. it's been pretty helpful.,5,0,2026-02-03 20:49:36,1.2026.027
ChatGPT,Good at ghinli art.,5,0,2026-02-03 20:49:24,1.2026.027
ChatGPT,"it's very great and can help you with everything you need, tho it takes long to sign in and it can also clash, but it's a very great app",5,0,2026-02-03 20:49:07,1.2025.210
ChatGPT,It was working fine all the time then tonight whenever I ask something then it says something's wrong an I don't know why... I've uninstalled the app an re - installed it but it still says the same thing,5,0,2026-02-03 20:48:50,1.2026.027
ChatGPT,i love it!,5,0,2026-02-03 20:47:33,1.2026.027
ChatGPT,wow I wanted to love this app but Mann open AI has failed multiple times. maybe if I open AI stopped work adding new GPT voices to chat GPT and actually fix the fundamentals of their app where the AI actually listens to the user and stops breaking immersion of a story we would be somewhere so until they do that one star. I mean how can an AI repeatedly break immersion... sentence after sentence after sentence. this is why I went to chat.z.ai. same security guidelines but it listens unlike you,1,13,2026-02-03 20:47:04,1.2026.027
ChatGPT,I am currently facing an issue regarding chats chatgpt isn't receiving my responses no matter what I do,1,0,2026-02-03 20:47:00,
ChatGPT,it is kay aye eye,5,0,2026-02-03 20:46:25,1.2026.027
ChatGPT,"Laggy, buggy (paid for) experience. Server problems and it's frustrating to use... other than that it's an incredibly useful tool.",3,0,2026-02-03 20:45:53,1.2026.027
ChatGPT,app ka system proper work nhi kr rha,5,0,2026-02-03 20:45:50,1.2026.027
ChatGPT,I really loved the app and for most of my problems chatgpt is the solution ❤️,5,0,2026-02-03 20:45:36,
ChatGPT,app stopped working. any question asked no response given. Uninstalled,1,0,2026-02-03 20:45:29,
ChatGPT,my chat got isn't working & I don't know why,1,0,2026-02-03 20:45:22,1.2026.027
ChatGPT,BABI PUNYA APP TAK BOLEH PAKAI DOK LOADING LOADING,1,0,2026-02-03 20:44:59,1.2026.020
ChatGPT,this app need to do better,2,0,2026-02-03 20:44:41,1.2026.027
ChatGPT,i hate it when it's always so buggy after any updates!,3,0,2026-02-03 20:44:40,1.2026.027
ChatGPT,"My chat gpt is not responding to any message, it shows,hmm... something went wrong. I tried reinstalling it but it didn't work. Please help...",3,0,2026-02-03 20:44:14,
ChatGPT,helpful and comforting,5,0,2026-02-03 20:43:52,1.2026.020
ChatGPT,oh this is my favourite app I really loved it 🥰🥰 ohh I think that there's a problem in the server right now 😞,5,0,2026-02-03 20:43:40,1.2026.027
ChatGPT,so very very perfect,5,0,2026-02-03 20:43:39,1.2025.350
ChatGPT,it has helped me a lot but this days it not responding pls check and do something,4,0,2026-02-03 20:43:36,1.2026.027
ChatGPT,unreal how bad they've made it. It used to be so good and now literally the last 10 conversations have had insanely incorrect things. I would say the last month has been barely usable. what happened?,1,0,2026-02-03 20:42:53,1.2026.027
ChatGPT,always glitches,2,0,2026-02-03 20:42:41,
ChatGPT,It's stop working. Too many glitches. Deleting it now,1,0,2026-02-03 20:41:43,1.2025.283
ChatGPT,this is the best apps helps me to any assignments and report what going to do download this try it now,5,0,2026-02-03 20:41:19,1.2026.027
ChatGPT,purchased this but failing a lot of times and saying can send message just now server down,1,0,2026-02-03 20:41:09,1.2026.020
ChatGPT,nice😜😘😍,4,0,2026-02-03 20:40:53,1.2026.027
ChatGPT,why you are having problems i have bought it but getting server error what is this resolve your problem,1,0,2026-02-03 20:40:44,1.2026.027
ChatGPT,cant sent chats,3,0,2026-02-03 20:40:31,1.2026.027
ChatGPT,trying to delete my account for 1 month... open ai dont let me delete it This app gives very false information.,1,0,2026-02-03 20:40:14,1.2026.020
ChatGPT,ai is killing the world and i wont be part of it,1,0,2026-02-03 20:40:07,
ChatGPT,"amazing app. use it constantly. basic things is making brownies to as much as asking deep philosophical questions about renowned philosophical works, current information such as phone numbers with links that directly open your phone. you click on them like a phone book you can speak to, able to create inventions that you have and plans to back them up, and all kinds of things you can do with it.",5,0,2026-02-03 20:40:04,1.2026.027
ChatGPT,something is going wrong anything I send says something is wrong and won't load,4,0,2026-02-03 20:39:39,1.2026.020
ChatGPT,I don't why but chat don't respond me and please fix it okay,1,0,2026-02-03 20:38:57,1.2026.027
ChatGPT,The app is lagging. It stopped working after I had updated it. It's refusing to send any messages.,3,0,2026-02-03 20:37:39,1.2026.020
ChatGPT,Everything was great. But today chat stopped working. On two different devices(phones) with two different accounts ehen i try to write a question i receive the same message: Hmm... something seems to have gone wrong.,3,0,2026-02-03 20:37:10,
ChatGPT,"""Hmm...something seems to have gone wrong."", why does this keep coming to me ? how to fix it ?",1,0,2026-02-03 20:37:02,1.2026.020
ChatGPT,عدم إجابة على الأسئلة,3,0,2026-02-03 20:36:08,1.2026.006
ChatGPT,"Something is wrong with the app. I'm not sure why, but it's not functioning.",4,0,2026-02-03 20:36:01,1.2026.027
ChatGPT,keep experiencing issues,3,0,2026-02-03 20:35:47,
ChatGPT,it's very good to me,5,0,2026-02-03 20:35:33,1.2026.006
ChatGPT,बहुत अच्छा ऐप है सभी साथी इस ऐप का इस्तेमाल करें,5,0,2026-02-03 20:35:24,1.2026.027
ChatGPT,love ot,5,0,2026-02-03 20:35:23,1.2026.027
ChatGPT,this app has started glitching,3,0,2026-02-03 20:34:25,1.2026.013
ChatGPT,good,3,0,2026-02-03 20:34:12,1.2026.027
ChatGPT,I do like it but for some reason there's an error every time when I try to sit in my Creative Image or coming up with a response for RP they always sent back that something's gone wrong,4,0,2026-02-03 20:33:02,1.2026.027
ChatGPT,niche mera life line😍,5,0,2026-02-03 20:33:01,1.2026.027
ChatGPT,Bro ts Just tells fake infos most of the time,2,0,2026-02-03 20:32:48,1.2026.027
ChatGPT,10 out of 10,5,0,2026-02-03 20:31:31,1.2026.027
ChatGPT,it stopped working when i asked about the famous guy in the news and how it affects novel choice by readers. It doesn't function at all.,1,0,2026-02-03 20:31:20,1.2026.027
ChatGPT,its very good and better than WhatsApp ai,5,0,2026-02-03 20:30:52,1.2026.020
ChatGPT,The app is good but I have good internet but I can't send messages.. please fix this.,2,0,2026-02-03 20:30:32,1.2026.027
